oa_code,All people aged 16 to 74 in employment,All people: Part-time: 15 hours or less,All people: Part-time: 16 to 30 hours,All people: Full-time: 31 to 48 hours,All people: Full-time: 49 hours or more,All males aged 16 to 74 in employment,All males: Part-time: 15 hours or less,All males: Part-time: 16 to 30 hours,All males: Full-time: 31 to 48 hours,All males: Full-time: 49 hours or more,All females aged 16 to 74 in employment,All females: Part-time: 15 hours or less,All females: Part-time: 16 to 30 hours,All females: Full-time: 31 to 48 hours,All females: Full-time: 49 hours or more
S00132854,105,6,25,61,13,53,3,8,33,9,52,3,17,28,4
S00132855,60,4,17,32,7,30,-,4,21,5,30,4,13,11,2
S00132856,64,4,21,33,6,27,1,7,13,6,37,3,14,20,-
S00132857,70,4,13,42,11,36,2,1,24,9,34,2,12,18,2
S00132858,101,4,23,58,16,53,1,4,35,13,48,3,19,23,3
S00132859,104,4,20,67,13,53,1,3,38,11,51,3,17,29,2
S00132860,36,-,9,24,3,16,-,3,12,1,20,-,6,12,2
S00132861,56,-,11,40,5,26,-,1,23,2,30,-,10,17,3
S00132862,39,2,5,26,6,21,1,1,14,5,18,1,4,12,1
S00132863,46,1,11,27,7,20,-,3,12,5,26,1,8,15,2
S00132864,67,4,19,36,8,31,1,2,21,7,36,3,17,15,1
S00132865,73,6,11,54,2,36,2,3,29,2,37,4,8,25,-
S00132866,118,6,23,76,13,55,-,2,41,12,63,6,21,35,1
S00132867,120,9,22,75,14,59,-,4,43,12,61,9,18,32,2
S00132868,110,8,22,75,5,58,3,4,46,5,52,5,18,29,-
S00132869,82,5,20,48,9,35,-,1,26,8,47,5,19,22,1
S00132870,101,11,20,57,13,50,2,2,35,11,51,9,18,22,2
S00132871,60,4,14,31,11,29,2,-,18,9,31,2,14,13,2
S00132872,42,4,4,26,8,19,-,1,12,6,23,4,3,14,2
S00132873,87,6,16,55,10,49,4,4,32,9,38,2,12,23,1
S00132874,84,3,22,44,15,43,3,2,26,12,41,-,20,18,3
S00132875,104,6,20,60,18,56,1,7,33,15,48,5,13,27,3
S00132876,119,7,19,61,32,60,2,3,29,26,59,5,16,32,6
S00132877,38,-,7,29,2,21,-,1,19,1,17,-,6,10,1
S00132878,97,8,24,50,15,53,3,6,30,14,44,5,18,20,1
S00132879,69,1,11,54,3,38,1,4,30,3,31,-,7,24,-
S00132880,9,1,-,8,-,4,1,-,3,-,5,-,-,5,-
S00132881,110,4,17,74,15,58,1,2,44,11,52,3,15,30,4
S00132882,41,4,6,26,5,24,2,2,15,5,17,2,4,11,-
S00132883,47,1,5,28,13,23,1,1,12,9,24,-,4,16,4
S00132884,29,-,6,15,8,17,-,1,8,8,12,-,5,7,-
S00132885,67,4,5,49,9,36,1,3,24,8,31,3,2,25,1
S00132886,28,2,2,20,4,14,1,1,9,3,14,1,1,11,1
S00132887,55,4,16,32,3,25,1,3,18,3,30,3,13,14,-
S00132888,62,7,11,35,9,36,2,5,23,6,26,5,6,12,3
S00132889,36,4,4,25,3,21,1,1,17,2,15,3,3,8,1
S00132890,43,3,12,22,6,21,-,2,14,5,22,3,10,8,1
S00132891,51,1,16,27,7,26,-,8,12,6,25,1,8,15,1
S00132892,35,3,3,13,16,18,-,1,4,13,17,3,2,9,3
S00132893,22,2,8,12,-,12,2,2,8,-,10,-,6,4,-
S00132894,52,7,10,23,12,28,2,3,17,6,24,5,7,6,6
S00132895,65,5,13,27,20,33,-,2,13,18,32,5,11,14,2
S00132896,82,6,13,41,22,50,3,1,25,21,32,3,12,16,1
S00132897,83,8,6,58,11,43,-,-,35,8,40,8,6,23,3
S00132898,52,4,9,36,3,23,-,2,19,2,29,4,7,17,1
S00132899,34,4,9,16,5,15,1,-,10,4,19,3,9,6,1
S00132900,35,2,10,15,8,21,2,3,10,6,14,-,7,5,2
S00132901,71,4,13,38,16,41,-,3,27,11,30,4,10,11,5
S00132902,60,2,12,32,14,35,-,3,19,13,25,2,9,13,1
S00132903,56,3,8,22,23,31,1,-,12,18,25,2,8,10,5
S00132904,39,3,7,22,7,21,-,4,14,3,18,3,3,8,4
S00132905,30,5,3,11,11,15,1,-,5,9,15,4,3,6,2
S00132906,62,6,11,39,6,37,1,3,27,6,25,5,8,12,-
S00132907,52,3,11,24,14,29,-,4,14,11,23,3,7,10,3
S00132908,46,5,10,19,12,28,4,4,11,9,18,1,6,8,3
S00132909,70,8,15,32,15,38,2,5,20,11,32,6,10,12,4
S00132910,55,3,4,29,19,34,1,1,18,14,21,2,3,11,5
S00132911,61,3,10,42,6,28,1,2,21,4,33,2,8,21,2
S00132912,69,2,13,33,21,37,-,2,21,14,32,2,11,12,7
S00132913,39,5,5,24,5,22,3,-,16,3,17,2,5,8,2
S00132914,48,5,12,19,12,29,1,3,15,10,19,4,9,4,2
S00132915,111,6,15,76,14,60,1,2,44,13,51,5,13,32,1
S00132916,63,4,9,30,20,29,1,-,13,15,34,3,9,17,5
S00132917,68,4,5,32,27,32,1,-,13,18,36,3,5,19,9
S00132918,83,9,12,43,19,43,2,3,24,14,40,7,9,19,5
S00132919,58,4,14,29,11,31,1,5,16,9,27,3,9,13,2
S00132920,65,7,16,30,12,31,2,4,16,9,34,5,12,14,3
S00132921,49,5,6,24,14,26,2,2,13,9,23,3,4,11,5
S00132922,24,1,5,15,3,9,-,-,6,3,15,1,5,9,-
S00132923,32,-,7,7,18,17,-,1,3,13,15,-,6,4,5
S00132924,42,3,9,18,12,20,1,2,11,6,22,2,7,7,6
S00132925,63,7,15,34,7,34,2,4,23,5,29,5,11,11,2
S00132926,72,4,16,35,17,34,1,4,19,10,38,3,12,16,7
S00132927,30,3,7,14,6,17,1,-,11,5,13,2,7,3,1
S00132928,53,8,13,22,10,27,3,6,10,8,26,5,7,12,2
S00132929,84,6,15,48,15,51,1,5,32,13,33,5,10,16,2
S00132930,33,5,5,13,10,17,1,2,9,5,16,4,3,4,5
S00132931,67,6,12,36,13,35,2,-,22,11,32,4,12,14,2
S00132932,47,4,4,25,14,26,-,-,15,11,21,4,4,10,3
S00132933,117,9,22,59,27,60,2,4,36,18,57,7,18,23,9
S00132934,61,7,9,28,17,37,4,-,18,15,24,3,9,10,2
S00132935,48,3,17,21,7,22,-,3,16,3,26,3,14,5,4
S00132936,37,2,5,24,6,18,-,-,15,3,19,2,5,9,3
S00132937,55,3,9,30,13,27,-,1,14,12,28,3,8,16,1
S00132938,75,4,13,50,8,37,-,1,29,7,38,4,12,21,1
S00132939,30,4,2,16,8,15,1,2,6,6,15,3,-,10,2
S00132940,37,2,7,25,3,18,1,1,13,3,19,1,6,12,-
S00132941,43,5,9,19,10,20,-,1,10,9,23,5,8,9,1
S00132942,54,2,12,31,9,31,-,2,23,6,23,2,10,8,3
S00132943,53,7,10,28,8,29,1,4,18,6,24,6,6,10,2
S00132944,55,7,12,29,7,26,1,2,17,6,29,6,10,12,1
S00132945,74,2,19,37,16,37,-,4,20,13,37,2,15,17,3
S00132946,71,9,12,34,16,41,4,4,21,12,30,5,8,13,4
S00132947,58,7,12,32,7,35,2,2,26,5,23,5,10,6,2
S00132948,68,2,15,45,6,32,-,2,27,3,36,2,13,18,3
S00132949,41,6,9,22,4,20,-,2,15,3,21,6,7,7,1
S00132950,85,5,18,52,10,44,2,2,31,9,41,3,16,21,1
S00132951,51,6,14,23,8,27,2,4,14,7,24,4,10,9,1
S00132952,54,4,16,22,12,24,-,2,12,10,30,4,14,10,2
S00132953,26,1,2,17,6,15,1,-,8,6,11,-,2,9,-
S00132954,102,6,30,55,11,49,1,4,34,10,53,5,26,21,1
S00132955,67,5,13,27,22,40,-,2,17,21,27,5,11,10,1
S00132956,109,14,27,46,22,57,3,6,33,15,52,11,21,13,7
S00132957,42,3,10,20,9,24,2,1,13,8,18,1,9,7,1
S00132958,61,7,10,34,10,33,3,1,22,7,28,4,9,12,3
S00132959,44,3,9,26,6,22,-,-,17,5,22,3,9,9,1
S00132960,80,6,17,40,17,40,1,3,22,14,40,5,14,18,3
S00132961,56,5,11,32,8,34,1,4,22,7,22,4,7,10,1
S00132962,49,7,13,24,5,25,-,4,17,4,24,7,9,7,1
S00132963,60,4,12,33,11,27,-,2,16,9,33,4,10,17,2
S00132964,58,1,18,29,10,27,-,2,17,8,31,1,16,12,2
S00132965,71,3,12,54,2,38,1,1,34,2,33,2,11,20,-
S00132966,51,-,13,30,8,27,-,4,15,8,24,-,9,15,-
S00132967,29,2,4,19,4,15,1,-,11,3,14,1,4,8,1
S00132968,41,2,10,26,3,17,-,1,14,2,24,2,9,12,1
S00132969,58,3,17,36,2,26,-,4,22,-,32,3,13,14,2
S00132970,56,2,18,28,8,24,-,2,15,7,32,2,16,13,1
S00132971,35,2,11,21,1,17,1,1,14,1,18,1,10,7,-
S00132972,46,2,19,23,2,22,-,7,13,2,24,2,12,10,-
S00132973,62,1,11,43,7,29,-,2,24,3,33,1,9,19,4
S00132974,78,3,17,54,4,37,2,3,30,2,41,1,14,24,2
S00132975,82,4,20,43,15,39,1,5,22,11,43,3,15,21,4
S00132976,37,1,9,19,8,20,-,2,10,8,17,1,7,9,-
S00132977,31,-,7,17,7,14,-,-,9,5,17,-,7,8,2
S00132978,24,3,6,13,2,8,-,2,4,2,16,3,4,9,-
S00132979,47,6,10,24,7,21,1,3,14,3,26,5,7,10,4
S00132980,91,7,21,55,8,45,2,6,31,6,46,5,15,24,2
S00132981,53,4,18,23,8,24,1,5,12,6,29,3,13,11,2
S00132982,86,4,23,51,8,42,2,5,28,7,44,2,18,23,1
S00132983,51,4,8,31,8,25,-,1,20,4,26,4,7,11,4
S00132984,34,4,8,19,3,18,2,2,12,2,16,2,6,7,1
S00132985,73,3,18,42,10,36,2,4,23,7,37,1,14,19,3
S00132986,49,-,11,29,9,24,-,3,15,6,25,-,8,14,3
S00132987,33,3,11,12,7,19,2,3,9,5,14,1,8,3,2
S00132988,73,14,14,28,17,34,2,2,18,12,39,12,12,10,5
S00132989,80,9,17,35,19,40,1,5,20,14,40,8,12,15,5
S00132990,53,2,15,31,5,27,1,2,19,5,26,1,13,12,-
S00132991,36,-,3,30,3,22,-,1,20,1,14,-,2,10,2
S00132992,64,4,22,33,5,30,-,4,21,5,34,4,18,12,-
S00132993,55,4,18,30,3,23,1,1,18,3,32,3,17,12,-
S00132994,44,1,11,30,2,23,-,1,20,2,21,1,10,10,-
S00132995,68,3,11,49,5,35,1,3,27,4,33,2,8,22,1
S00132996,60,5,15,36,4,30,1,3,23,3,30,4,12,13,1
S00132997,53,9,11,28,5,28,4,2,18,4,25,5,9,10,1
S00132998,57,4,14,33,6,32,1,2,23,6,25,3,12,10,-
S00132999,49,2,12,33,2,24,-,1,21,2,25,2,11,12,-
S00133000,44,1,10,27,6,26,1,1,19,5,18,-,9,8,1
S00133001,59,2,16,37,4,28,-,1,23,4,31,2,15,14,-
S00133002,33,2,12,17,2,14,1,1,10,2,19,1,11,7,-
S00133003,76,3,20,50,3,35,1,2,29,3,41,2,18,21,-
S00133004,64,6,10,44,4,33,1,2,26,4,31,5,8,18,-
S00133005,106,6,23,62,15,51,3,2,35,11,55,3,21,27,4
S00133006,83,8,12,50,13,35,2,3,20,10,48,6,9,30,3
S00133007,106,5,20,67,14,51,-,3,36,12,55,5,17,31,2
S00133008,57,2,8,40,7,38,1,2,28,7,19,1,6,12,-
S00133009,42,3,8,25,6,18,1,-,12,5,24,2,8,13,1
S00133010,74,4,18,49,3,38,1,3,31,3,36,3,15,18,-
S00133011,49,3,7,32,7,28,1,1,20,6,21,2,6,12,1
S00133012,80,2,16,48,14,41,-,4,25,12,39,2,12,23,2
S00133013,95,6,19,60,10,48,1,2,36,9,47,5,17,24,1
S00133014,61,4,9,44,4,29,2,-,23,4,32,2,9,21,-
S00133015,38,3,7,25,3,17,2,-,13,2,21,1,7,12,1
S00133016,44,1,8,33,2,21,-,2,18,1,23,1,6,15,1
S00133017,90,3,16,59,12,47,1,4,30,12,43,2,12,29,-
S00133018,66,2,11,48,5,36,1,1,30,4,30,1,10,18,1
S00133019,111,6,21,72,12,55,2,3,40,10,56,4,18,32,2
S00133020,54,2,9,38,5,29,1,1,23,4,25,1,8,15,1
S00133021,22,3,5,13,1,10,1,-,8,1,12,2,5,5,-
S00133022,71,5,18,46,2,34,3,2,27,2,37,2,16,19,-
S00133023,46,1,13,28,4,27,1,4,19,3,19,-,9,9,1
S00133024,61,3,15,38,5,31,2,4,21,4,30,1,11,17,1
S00133025,62,4,20,36,2,34,1,4,28,1,28,3,16,8,1
S00133026,44,3,12,23,6,24,1,5,14,4,20,2,7,9,2
S00133027,47,3,11,30,3,22,1,2,16,3,25,2,9,14,-
S00133028,53,5,14,31,3,27,2,2,21,2,26,3,12,10,1
S00133029,38,1,7,28,2,20,-,2,16,2,18,1,5,12,-
S00133030,47,4,8,33,2,22,1,-,20,1,25,3,8,13,1
S00133031,60,3,24,28,5,31,2,4,20,5,29,1,20,8,-
S00133032,52,1,16,32,3,26,1,2,20,3,26,-,14,12,-
S00133033,113,10,22,66,15,56,4,5,38,9,57,6,17,28,6
S00133034,31,2,5,21,3,19,1,3,14,1,12,1,2,7,2
S00133035,38,2,5,26,5,24,-,-,19,5,14,2,5,7,-
S00133036,43,3,10,26,4,23,1,1,18,3,20,2,9,8,1
S00133037,46,1,12,27,6,26,-,2,18,6,20,1,10,9,-
S00133038,47,3,15,28,1,23,1,2,19,1,24,2,13,9,-
S00133039,50,2,9,33,6,23,1,-,16,6,27,1,9,17,-
S00133040,46,6,10,23,7,23,5,2,10,6,23,1,8,13,1
S00133041,49,4,9,32,4,24,1,1,20,2,25,3,8,12,2
S00133042,56,3,13,36,4,30,2,3,22,3,26,1,10,14,1
S00133043,73,-,15,54,4,36,-,2,30,4,37,-,13,24,-
S00133044,81,7,24,42,8,40,1,5,26,8,41,6,19,16,-
S00133045,30,1,9,18,2,17,-,1,14,2,13,1,8,4,-
S00133046,101,5,20,63,13,51,1,3,39,8,50,4,17,24,5
S00133047,74,8,13,45,8,37,2,3,25,7,37,6,10,20,1
S00133048,42,1,2,30,9,21,-,-,17,4,21,1,2,13,5
S00133049,51,2,16,31,2,29,1,4,22,2,22,1,12,9,-
S00133050,61,7,13,31,10,29,5,1,16,7,32,2,12,15,3
S00133051,80,8,20,44,8,47,3,6,31,7,33,5,14,13,1
S00133052,57,10,6,34,7,29,3,-,19,7,28,7,6,15,-
S00133053,50,6,9,23,12,29,2,2,15,10,21,4,7,8,2
S00133054,50,3,10,33,4,30,1,3,22,4,20,2,7,11,-
S00133055,54,8,13,22,11,27,3,3,13,8,27,5,10,9,3
S00133056,1,-,-,1,-,-,-,-,-,-,1,-,-,1,-
S00133057,48,6,8,31,3,23,2,2,16,3,25,4,6,15,-
S00133058,33,5,3,23,2,17,1,1,13,2,16,4,2,10,-
S00133059,37,1,11,21,4,19,1,1,15,2,18,-,10,6,2
S00133060,43,3,7,27,6,22,1,1,16,4,21,2,6,11,2
S00133061,35,1,5,23,6,21,-,-,17,4,14,1,5,6,2
S00133062,44,-,6,36,2,24,-,2,20,2,20,-,4,16,-
S00133063,49,5,9,34,1,27,3,3,20,1,22,2,6,14,-
S00133064,43,4,8,25,6,25,2,2,17,4,18,2,6,8,2
S00133065,49,8,6,26,9,24,2,2,14,6,25,6,4,12,3
S00133066,60,3,15,37,5,30,-,3,22,5,30,3,12,15,-
S00133067,66,4,16,28,18,39,2,3,18,16,27,2,13,10,2
S00133068,78,8,13,36,21,46,4,-,25,17,32,4,13,11,4
S00133069,47,3,10,23,11,27,1,4,14,8,20,2,6,9,3
S00133070,76,14,7,43,12,35,10,1,17,7,41,4,6,26,5
S00133071,52,9,11,22,10,27,1,4,14,8,25,8,7,8,2
S00133072,83,11,19,44,9,48,4,6,29,9,35,7,13,15,-
S00133073,47,1,8,27,11,22,1,1,14,6,25,-,7,13,5
S00133074,31,4,6,18,3,19,2,2,13,2,12,2,4,5,1
S00133075,55,11,9,24,11,27,4,4,12,7,28,7,5,12,4
S00133076,51,3,8,36,4,26,2,1,19,4,25,1,7,17,-
S00133077,41,3,6,22,10,20,1,1,9,9,21,2,5,13,1
S00133078,89,11,18,39,21,44,4,5,19,16,45,7,13,20,5
S00133079,79,9,14,46,10,39,3,4,22,10,40,6,10,24,-
S00133080,51,5,7,29,10,27,-,2,18,7,24,5,5,11,3
S00133081,56,6,9,29,12,32,3,2,17,10,24,3,7,12,2
S00133082,56,9,6,33,8,32,4,2,19,7,24,5,4,14,1
S00133083,65,2,8,48,7,36,-,1,30,5,29,2,7,18,2
S00133084,34,4,3,26,1,17,1,-,15,1,17,3,3,11,-
S00133085,64,3,11,43,7,29,1,3,21,4,35,2,8,22,3
S00133086,69,4,14,43,8,36,1,2,25,8,33,3,12,18,-
S00133087,37,2,8,24,3,20,-,4,13,3,17,2,4,11,-
S00133088,42,5,10,26,1,24,2,5,16,1,18,3,5,10,-
S00133089,47,2,10,32,3,25,-,3,19,3,22,2,7,13,-
S00133090,49,-,15,32,2,24,-,2,20,2,25,-,13,12,-
S00133091,49,4,12,26,7,28,-,2,19,7,21,4,10,7,-
S00133092,47,3,10,33,1,19,-,3,15,1,28,3,7,18,-
S00133093,69,-,27,37,5,29,-,5,19,5,40,-,22,18,-
S00133094,52,7,9,34,2,26,4,3,18,1,26,3,6,16,1
S00133095,37,4,6,22,5,20,2,1,15,2,17,2,5,7,3
S00133096,34,2,10,18,4,19,1,3,12,3,15,1,7,6,1
S00133097,50,2,11,31,6,25,-,1,21,3,25,2,10,10,3
S00133098,55,5,6,40,4,29,2,4,21,2,26,3,2,19,2
S00133099,48,8,12,23,5,30,5,6,14,5,18,3,6,9,-
S00133100,67,-,15,43,9,32,-,4,20,8,35,-,11,23,1
S00133101,91,5,8,70,8,45,1,1,38,5,46,4,7,32,3
S00133102,37,3,3,28,3,21,2,2,15,2,16,1,1,13,1
S00133103,44,1,11,27,5,24,1,4,15,4,20,-,7,12,1
S00133104,31,-,3,25,3,14,-,-,12,2,17,-,3,13,1
S00133105,39,2,13,21,3,19,-,4,12,3,20,2,9,9,-
S00133106,37,2,10,23,2,15,-,4,9,2,22,2,6,14,-
S00133107,84,2,9,67,6,46,1,1,39,5,38,1,8,28,1
S00133108,9,1,2,6,-,6,1,1,4,-,3,-,1,2,-
S00133109,49,2,12,29,6,21,-,1,16,4,28,2,11,13,2
S00133110,31,1,9,20,1,16,-,2,13,1,15,1,7,7,-
S00133111,31,2,8,18,3,17,1,2,11,3,14,1,6,7,-
S00133112,37,4,14,17,2,14,1,3,8,2,23,3,11,9,-
S00133113,26,1,8,15,2,12,1,-,10,1,14,-,8,5,1
S00133114,51,1,12,36,2,29,-,1,26,2,22,1,11,10,-
S00133115,80,3,23,48,6,40,-,5,30,5,40,3,18,18,1
S00133116,35,-,5,29,1,17,-,-,16,1,18,-,5,13,-
S00133117,38,1,8,25,4,20,-,2,14,4,18,1,6,11,-
S00133118,17,-,4,13,-,7,-,2,5,-,10,-,2,8,-
S00133119,23,2,7,12,2,10,1,2,5,2,13,1,5,7,-
S00133120,41,3,12,24,2,20,1,3,15,1,21,2,9,9,1
S00133121,41,2,9,27,3,17,-,2,14,1,24,2,7,13,2
S00133122,55,1,22,27,5,23,-,9,10,4,32,1,13,17,1
S00133123,54,3,12,34,5,30,1,1,24,4,24,2,11,10,1
S00133124,46,5,10,21,10,23,1,2,10,10,23,4,8,11,-
S00133125,28,1,10,16,1,12,1,3,7,1,16,-,7,9,-
S00133126,26,1,7,15,3,15,1,2,9,3,11,-,5,6,-
S00133127,49,4,8,30,7,25,4,2,13,6,24,-,6,17,1
S00133128,21,-,5,15,1,9,-,-,8,1,12,-,5,7,-
S00133129,55,5,13,28,9,29,-,2,20,7,26,5,11,8,2
S00133130,33,1,8,23,1,16,1,3,11,1,17,-,5,12,-
S00133131,51,-,9,38,4,24,-,2,21,1,27,-,7,17,3
S00133132,45,1,8,32,4,25,-,1,20,4,20,1,7,12,-
S00133133,33,4,6,21,2,12,-,2,9,1,21,4,4,12,1
S00133134,47,2,14,27,4,26,1,4,17,4,21,1,10,10,-
S00133135,57,6,13,29,9,27,1,-,17,9,30,5,13,12,-
S00133136,90,8,18,59,5,46,1,6,34,5,44,7,12,25,-
S00133137,64,2,16,40,6,35,1,1,27,6,29,1,15,13,-
S00133138,49,2,8,36,3,26,-,2,21,3,23,2,6,15,-
S00133139,40,-,12,21,7,16,-,4,7,5,24,-,8,14,2
S00133140,48,4,14,24,6,20,-,5,14,1,28,4,9,10,5
S00133141,37,1,6,25,5,20,-,1,14,5,17,1,5,11,-
S00133142,58,4,7,35,12,30,3,1,18,8,28,1,6,17,4
S00133143,33,1,5,20,7,21,-,1,15,5,12,1,4,5,2
S00133144,61,1,9,41,10,33,-,3,22,8,28,1,6,19,2
S00133145,62,3,13,40,6,30,1,4,22,3,32,2,9,18,3
S00133146,46,6,4,32,4,25,4,-,19,2,21,2,4,13,2
S00133147,49,3,11,32,3,24,1,3,17,3,25,2,8,15,-
S00133148,39,3,9,25,2,20,-,-,18,2,19,3,9,7,-
S00133149,40,6,7,20,7,25,1,2,15,7,15,5,5,5,-
S00133150,30,2,6,16,6,17,1,1,10,5,13,1,5,6,1
S00133151,73,5,14,47,7,39,1,4,29,5,34,4,10,18,2
S00133152,42,5,3,26,8,20,2,1,11,6,22,3,2,15,2
S00133153,120,9,24,68,19,64,1,1,46,16,56,8,23,22,3
S00133154,83,8,15,49,11,39,1,1,29,8,44,7,14,20,3
S00133155,79,5,25,36,13,38,2,5,20,11,41,3,20,16,2
S00133156,59,4,15,34,6,29,-,4,20,5,30,4,11,14,1
S00133157,47,5,9,29,4,22,-,2,16,4,25,5,7,13,-
S00133158,44,3,8,27,6,26,2,2,17,5,18,1,6,10,1
S00133159,28,2,3,20,3,15,-,1,12,2,13,2,2,8,1
S00133160,27,1,6,19,1,16,-,1,14,1,11,1,5,5,-
S00133161,49,2,11,34,2,21,1,2,16,2,28,1,9,18,-
S00133162,28,-,8,19,1,16,-,1,14,1,12,-,7,5,-
S00133163,48,3,12,31,2,21,1,1,17,2,27,2,11,14,-
S00133164,49,3,6,34,6,27,1,3,18,5,22,2,3,16,1
S00133165,48,1,12,34,1,23,1,-,21,1,25,-,12,13,-
S00133166,55,3,13,37,2,23,-,-,21,2,32,3,13,16,-
S00133167,41,2,14,22,3,18,-,4,12,2,23,2,10,10,1
S00133168,52,2,15,33,2,25,1,2,20,2,27,1,13,13,-
S00133169,70,3,16,46,5,33,1,3,25,4,37,2,13,21,1
S00133170,24,-,4,19,1,15,-,-,14,1,9,-,4,5,-
S00133171,43,-,12,29,2,21,-,2,17,2,22,-,10,12,-
S00133172,44,2,6,28,8,20,1,-,13,6,24,1,6,15,2
S00133173,36,2,6,26,2,15,1,1,12,1,21,1,5,14,1
S00133174,70,3,17,49,1,35,1,1,32,1,35,2,16,17,-
S00133175,31,2,4,22,3,16,1,1,12,2,15,1,3,10,1
S00133176,46,2,10,29,5,17,-,-,14,3,29,2,10,15,2
S00133177,44,1,8,30,5,26,-,1,20,5,18,1,7,10,-
S00133178,41,4,8,26,3,19,-,-,16,3,22,4,8,10,-
S00133179,35,1,9,23,2,18,-,2,14,2,17,1,7,9,-
S00133180,44,3,8,30,3,19,1,2,13,3,25,2,6,17,-
S00133181,33,2,9,19,3,20,-,2,15,3,13,2,7,4,-
S00133182,48,3,11,29,5,21,-,1,15,5,27,3,10,14,-
S00133183,65,8,11,38,8,29,-,2,21,6,36,8,9,17,2
S00133184,70,2,16,42,10,34,1,2,22,9,36,1,14,20,1
S00133185,49,8,18,21,2,26,3,6,15,2,23,5,12,6,-
S00133186,47,8,10,23,6,27,4,5,13,5,20,4,5,10,1
S00133187,64,19,20,22,3,32,7,5,18,2,32,12,15,4,1
S00133188,38,8,9,19,2,11,1,3,7,-,27,7,6,12,2
S00133189,22,2,4,15,1,13,1,3,8,1,9,1,1,7,-
S00133190,37,7,8,20,2,21,4,3,12,2,16,3,5,8,-
S00133191,46,4,14,23,5,20,2,4,13,1,26,2,10,10,4
S00133192,34,4,8,19,3,18,2,3,11,2,16,2,5,8,1
S00133193,37,3,16,16,2,16,2,5,8,1,21,1,11,8,1
S00133194,92,12,15,57,8,39,3,5,26,5,53,9,10,31,3
S00133195,47,16,13,15,3,17,3,4,8,2,30,13,9,7,1
S00133196,44,7,10,25,2,16,3,2,9,2,28,4,8,16,-
S00133197,52,8,17,23,4,21,3,3,11,4,31,5,14,12,-
S00133198,96,24,26,39,7,46,7,8,25,6,50,17,18,14,1
S00133199,39,9,13,13,4,16,2,1,10,3,23,7,12,3,1
S00133200,70,12,19,33,6,36,4,8,21,3,34,8,11,12,3
S00133201,67,13,16,34,4,38,6,6,24,2,29,7,10,10,2
S00133202,40,8,7,24,1,19,2,2,14,1,21,6,5,10,-
S00133203,87,30,23,30,4,31,5,7,16,3,56,25,16,14,1
S00133204,55,3,13,32,7,30,1,3,19,7,25,2,10,13,-
S00133205,49,4,14,26,5,21,1,2,14,4,28,3,12,12,1
S00133206,47,4,11,29,3,21,-,3,15,3,26,4,8,14,-
S00133207,33,3,8,20,2,18,-,2,14,2,15,3,6,6,-
S00133208,20,1,8,9,2,9,-,1,6,2,11,1,7,3,-
S00133209,57,4,12,36,5,31,-,4,23,4,26,4,8,13,1
S00133210,80,2,6,63,9,40,2,2,29,7,40,-,4,34,2
S00133211,47,7,17,18,5,14,-,1,9,4,33,7,16,9,1
S00133212,76,6,16,48,6,32,1,3,24,4,44,5,13,24,2
S00133213,55,2,17,28,8,22,-,1,14,7,33,2,16,14,1
S00133214,59,10,24,19,6,27,2,8,12,5,32,8,16,7,1
S00133215,44,1,15,25,3,21,1,2,16,2,23,-,13,9,1
S00133216,32,3,11,12,6,17,1,3,9,4,15,2,8,3,2
S00133217,36,2,10,21,3,17,-,-,14,3,19,2,10,7,-
S00133218,31,2,6,18,5,18,1,2,11,4,13,1,4,7,1
S00133219,34,2,6,23,3,17,1,1,14,1,17,1,5,9,2
S00133220,26,2,5,13,6,15,1,2,8,4,11,1,3,5,2
S00133221,27,2,10,13,2,16,2,3,9,2,11,-,7,4,-
S00133222,28,-,9,16,3,16,-,1,13,2,12,-,8,3,1
S00133223,46,9,8,26,3,20,2,2,15,1,26,7,6,11,2
S00133224,59,9,18,29,3,29,2,9,17,1,30,7,9,12,2
S00133225,79,8,17,47,7,41,2,4,30,5,38,6,13,17,2
S00133226,55,7,11,28,9,23,2,5,11,5,32,5,6,17,4
S00133227,52,2,12,35,3,26,-,5,18,3,26,2,7,17,-
S00133228,58,3,12,33,10,34,1,2,23,8,24,2,10,10,2
S00133229,49,2,17,27,3,22,-,2,17,3,27,2,15,10,-
S00133230,64,4,13,37,10,38,2,4,25,7,26,2,9,12,3
S00133231,62,16,9,31,6,40,13,2,20,5,22,3,7,11,1
S00133232,42,6,15,18,3,20,4,6,8,2,22,2,9,10,1
S00133233,73,9,14,42,8,39,6,4,24,5,34,3,10,18,3
S00133234,49,2,11,30,6,28,1,3,19,5,21,1,8,11,1
S00133235,42,2,12,21,7,21,-,1,15,5,21,2,11,6,2
S00133236,44,8,6,25,5,18,1,1,11,5,26,7,5,14,-
S00133237,43,7,9,23,4,21,2,3,12,4,22,5,6,11,-
S00133238,54,2,11,33,8,25,1,2,15,7,29,1,9,18,1
S00133239,18,1,6,8,3,11,-,2,6,3,7,1,4,2,-
S00133240,41,3,7,22,9,25,-,-,17,8,16,3,7,5,1
S00133241,46,3,5,34,4,22,-,-,19,3,24,3,5,15,1
S00133242,29,2,2,17,8,15,1,1,7,6,14,1,1,10,2
S00133243,40,2,9,18,11,23,1,1,11,10,17,1,8,7,1
S00133244,78,4,23,33,18,35,-,7,13,15,43,4,16,20,3
S00133245,68,7,15,30,16,35,3,5,14,13,33,4,10,16,3
