oa_code,All households,Owned,Owned: Owned outright,Owned: Owned with a mortgage or loan,Owned: Shared ownership (part owned and part rented),Social rented,Social rented: Rented from council (Local authority),Social rented: Other social rented,Private rented,Private rented: Private landlord or letting agency,Private rented: Employer of a household member,Private rented: Relative or friend of a household member,Private rented: Other,Living rent free
S00099537,68,63,11,52,-,2,1,1,3,3,-,-,-,-
S00099538,51,7,4,3,-,26,5,21,18,16,-,2,-,-
S00099539,48,9,2,7,-,-,-,-,39,38,-,1,-,-
S00099540,40,2,1,1,-,38,1,37,-,-,-,-,-,-
S00099541,59,24,15,9,-,9,6,3,26,24,-,2,-,-
S00099542,28,4,-,2,2,2,-,2,22,21,-,1,-,-
S00099543,65,14,4,9,1,5,1,4,44,42,-,2,-,2
S00099544,48,5,3,2,-,23,-,23,20,20,-,-,-,-
S00099545,55,17,5,11,1,3,1,2,34,29,-,5,-,1
S00099546,92,9,2,7,-,41,-,41,42,41,-,1,-,-
S00099547,61,27,8,17,2,2,-,2,32,30,-,2,-,-
S00099548,50,21,5,16,-,17,2,15,12,10,-,2,-,-
S00099549,46,17,7,10,-,19,1,18,10,9,-,1,-,-
S00099550,86,24,3,20,1,2,-,2,59,53,1,5,-,1
S00099551,73,1,-,1,-,57,1,56,15,15,-,-,-,-
S00099552,51,11,4,6,1,-,-,-,39,39,-,-,-,1
S00099553,76,13,5,8,-,3,2,1,59,57,-,2,-,1
S00099554,52,17,2,15,-,2,-,2,32,29,-,3,-,1
S00099555,76,19,7,12,-,-,-,-,55,54,-,1,-,2
S00099556,53,22,4,17,1,1,1,-,30,29,-,1,-,-
S00099557,30,10,2,8,-,2,1,1,18,16,-,2,-,-
S00099558,67,18,9,9,-,4,2,2,45,43,-,2,-,-
S00099559,58,15,7,7,1,1,-,1,37,33,-,4,-,5
S00099560,53,9,3,6,-,7,1,6,36,35,-,1,-,1
S00099561,41,4,3,1,-,30,-,30,7,6,-,1,-,-
S00099562,38,13,2,10,1,14,1,13,11,9,-,1,1,-
S00099563,47,15,6,9,-,-,-,-,32,28,-,2,2,-
S00099564,51,6,2,3,1,20,2,18,25,25,-,-,-,-
S00099565,37,5,1,4,-,14,-,14,16,15,-,1,-,2
S00099566,26,-,-,-,-,4,-,4,22,22,-,-,-,-
S00099567,24,3,-,3,-,4,1,3,16,16,-,-,-,1
S00099568,36,7,2,5,-,1,-,1,27,26,1,-,-,1
S00099569,55,5,4,-,1,1,1,-,49,49,-,-,-,-
S00099570,59,15,9,6,-,1,-,1,43,41,-,2,-,-
S00099571,54,2,1,1,-,3,-,3,48,45,-,3,-,1
S00099572,64,6,1,5,-,4,-,4,54,54,-,-,-,-
S00099573,46,20,7,11,2,2,-,2,24,21,-,3,-,-
S00099574,43,10,5,4,1,27,14,13,6,6,-,-,-,-
S00099575,55,42,16,26,-,-,-,-,13,11,-,2,-,-
S00099576,53,34,10,23,1,-,-,-,17,17,-,-,-,2
S00099577,32,2,1,1,-,1,-,1,29,29,-,-,-,-
S00099578,60,29,19,10,-,1,1,-,30,30,-,-,-,-
S00099579,48,39,26,13,-,-,-,-,9,3,5,-,1,-
S00099580,53,45,28,17,-,2,1,1,6,5,1,-,-,-
S00099581,66,51,29,22,-,-,-,-,13,10,1,2,-,2
S00099582,47,7,3,4,-,10,1,9,30,30,-,-,-,-
S00099583,32,9,3,5,1,10,9,1,12,12,-,-,-,1
S00099584,56,10,7,3,-,36,34,2,10,10,-,-,-,-
S00099585,66,33,14,19,-,-,-,-,31,30,-,1,-,2
S00099586,61,12,5,7,-,-,-,-,42,41,1,-,-,7
S00099587,64,20,5,13,2,-,-,-,44,40,-,2,2,-
S00099588,63,21,9,10,2,-,-,-,40,32,-,8,-,2
S00099589,59,11,6,5,-,42,3,39,6,6,-,-,-,-
S00099590,55,41,34,7,-,12,12,-,2,2,-,-,-,-
S00099591,35,13,6,7,-,10,10,-,12,10,-,2,-,-
S00099592,50,23,9,14,-,9,9,-,18,17,-,1,-,-
S00099593,72,16,7,9,-,47,16,31,9,9,-,-,-,-
S00099594,49,8,3,3,2,10,1,9,31,31,-,-,-,-
S00099595,51,12,6,6,-,32,4,28,6,6,-,-,-,1
S00099596,55,2,1,1,-,47,4,43,6,3,-,-,3,-
S00099597,50,-,-,-,-,50,49,1,-,-,-,-,-,-
S00099598,66,4,2,2,-,61,58,3,-,-,-,-,-,1
S00099599,45,13,6,7,-,13,9,4,19,19,-,-,-,-
S00099600,34,-,-,-,-,31,1,30,3,3,-,-,-,-
S00099601,64,22,4,18,-,24,3,21,18,16,-,2,-,-
S00099602,39,1,1,-,-,38,1,37,-,-,-,-,-,-
S00099603,39,4,3,1,-,34,2,32,1,1,-,-,-,-
S00099604,38,19,8,3,8,18,-,18,-,-,-,-,-,1
S00099605,36,23,14,8,1,13,13,-,-,-,-,-,-,-
S00099606,47,26,18,8,-,20,20,-,-,-,-,-,-,1
S00099607,35,8,1,7,-,22,20,2,5,5,-,-,-,-
S00099608,68,13,3,10,-,42,42,-,13,12,-,1,-,-
S00099609,76,21,11,10,-,45,44,1,9,8,-,1,-,1
S00099610,37,29,10,19,-,5,3,2,3,2,-,1,-,-
S00099611,47,13,6,6,1,29,3,26,5,5,-,-,-,-
S00099612,46,12,11,1,-,24,24,-,8,7,-,1,-,2
S00099613,61,35,23,12,-,22,10,12,4,4,-,-,-,-
S00099614,60,24,10,14,-,28,27,1,3,3,-,-,-,5
S00099615,32,17,10,7,-,9,8,1,6,5,-,1,-,-
S00099616,38,27,15,12,-,6,6,-,4,4,-,-,-,1
S00099617,40,27,16,11,-,7,5,2,6,5,-,1,-,-
S00099618,36,11,4,7,-,19,19,-,5,5,-,-,-,1
S00099619,67,19,-,12,7,39,2,37,9,8,-,1,-,-
S00099620,84,6,2,4,-,53,-,53,23,20,1,2,-,2
S00099621,46,14,3,11,-,1,1,-,31,31,-,-,-,-
S00099622,72,26,12,14,-,22,8,14,24,23,-,1,-,-
S00099623,41,31,12,19,-,1,1,-,9,8,-,1,-,-
S00099624,29,6,-,3,3,21,14,7,2,2,-,-,-,-
S00099625,34,30,6,24,-,1,1,-,3,3,-,-,-,-
S00099626,36,19,5,14,-,2,-,2,14,11,-,2,1,1
S00099627,22,6,2,2,2,2,2,-,14,14,-,-,-,-
S00099628,66,55,13,42,-,2,1,1,9,5,-,4,-,-
S00099629,70,9,4,4,1,44,7,37,17,16,-,1,-,-
S00099630,38,16,10,6,-,17,3,14,5,5,-,-,-,-
S00099631,45,9,3,6,-,7,7,-,28,27,-,-,1,1
S00099632,34,7,2,5,-,-,-,-,27,27,-,-,-,-
S00099633,49,23,6,16,1,3,1,2,23,21,-,2,-,-
S00099634,49,23,11,12,-,8,8,-,18,15,-,3,-,-
S00099635,32,10,5,5,-,13,12,1,9,3,-,6,-,-
S00099636,59,12,4,8,-,33,33,-,13,12,-,1,-,1
S00099637,38,12,5,7,-,23,23,-,3,2,-,-,1,-
S00099638,50,5,3,2,-,40,40,-,5,5,-,-,-,-
S00099639,29,15,4,11,-,6,6,-,8,7,-,1,-,-
S00099640,58,17,7,10,-,35,34,1,6,5,-,1,-,-
S00099641,82,17,8,9,-,60,60,-,4,4,-,-,-,1
S00099642,61,61,30,31,-,-,-,-,-,-,-,-,-,-
S00099643,28,28,19,9,-,-,-,-,-,-,-,-,-,-
S00099644,45,40,19,21,-,4,4,-,1,1,-,-,-,-
S00099645,44,36,13,23,-,1,-,1,6,3,-,3,-,1
S00099646,44,38,12,26,-,2,2,-,3,3,-,-,-,1
S00099647,45,31,12,19,-,-,-,-,14,14,-,-,-,-
S00099648,26,22,7,15,-,-,-,-,4,4,-,-,-,-
S00099649,55,49,20,29,-,1,-,1,5,3,-,2,-,-
S00099650,43,38,14,24,-,2,2,-,3,2,-,1,-,-
S00099651,49,45,13,32,-,1,1,-,3,3,-,-,-,-
S00099652,69,6,1,5,-,52,2,50,11,11,-,-,-,-
S00099653,46,19,7,12,-,9,3,6,18,18,-,-,-,-
S00099654,76,5,1,4,-,44,-,44,27,27,-,-,-,-
S00099655,50,14,8,6,-,31,1,30,5,5,-,-,-,-
S00099656,68,16,2,14,-,6,-,6,46,45,-,1,-,-
S00099657,41,7,2,5,-,9,-,9,22,19,-,3,-,3
S00099658,42,25,5,18,2,2,2,-,15,13,-,2,-,-
S00099659,56,29,8,21,-,3,1,2,23,21,-,2,-,1
S00099660,36,20,7,13,-,9,8,1,7,5,-,2,-,-
S00099661,58,15,3,12,-,18,5,13,23,22,-,1,-,2
S00099662,43,33,17,16,-,1,1,-,9,9,-,-,-,-
S00099663,51,38,16,22,-,-,-,-,11,9,-,2,-,2
S00099664,41,40,25,12,3,-,-,-,1,1,-,-,-,-
S00099665,52,33,18,11,4,16,2,14,3,3,-,-,-,-
S00099666,35,23,11,12,-,9,9,-,3,2,-,1,-,-
S00099667,54,30,25,5,-,16,15,1,8,6,-,2,-,-
S00099668,41,3,1,1,1,34,34,-,4,3,-,-,1,-
S00099669,51,43,3,40,-,3,3,-,5,4,-,1,-,-
S00099670,44,38,5,33,-,4,3,1,2,2,-,-,-,-
S00099671,46,40,5,35,-,1,1,-,5,5,-,-,-,-
S00099672,50,24,9,15,-,8,7,1,18,18,-,-,-,-
S00099673,60,33,12,21,-,21,19,2,5,4,-,-,1,1
S00099674,44,38,15,23,-,5,2,3,1,-,-,1,-,-
S00099675,40,36,4,32,-,1,-,1,3,3,-,-,-,-
S00099676,42,38,5,33,-,2,-,2,2,2,-,-,-,-
S00099677,34,17,7,10,-,13,11,2,4,3,-,1,-,-
S00099678,23,15,8,7,-,5,5,-,3,2,-,1,-,-
S00099679,42,31,16,15,-,8,-,8,3,3,-,-,-,-
S00099680,31,19,11,8,-,7,1,6,5,2,-,3,-,-
S00099681,40,33,5,28,-,1,1,-,5,5,-,-,-,1
S00099682,63,46,12,34,-,4,-,4,12,12,-,-,-,1
S00099683,39,34,10,24,-,1,1,-,4,4,-,-,-,-
S00099684,57,46,6,40,-,1,1,-,10,9,-,1,-,-
S00099685,27,25,9,16,-,-,-,-,2,2,-,-,-,-
S00099686,45,41,9,32,-,-,-,-,4,4,-,-,-,-
S00099687,51,47,18,29,-,2,-,2,2,2,-,-,-,-
S00099688,29,21,4,17,-,6,4,2,2,2,-,-,-,-
S00099689,64,12,2,10,-,49,2,47,2,2,-,-,-,1
S00099690,59,53,5,48,-,3,1,2,3,2,-,1,-,-
S00099691,45,1,-,1,-,44,2,42,-,-,-,-,-,-
S00099692,45,5,1,4,-,38,-,38,2,2,-,-,-,-
S00099693,37,3,-,3,-,32,1,31,2,2,-,-,-,-
S00099694,37,1,1,-,-,36,1,35,-,-,-,-,-,-
S00099695,66,1,1,-,-,64,3,61,1,1,-,-,-,-
S00099696,45,-,-,-,-,44,3,41,1,-,-,1,-,-
S00099697,38,19,-,10,9,18,-,18,1,1,-,-,-,-
S00099698,63,54,7,44,3,2,-,2,7,7,-,-,-,-
S00099699,49,46,11,35,-,-,-,-,3,2,-,1,-,-
S00099700,51,46,10,36,-,1,-,1,4,4,-,-,-,-
S00099701,46,42,22,20,-,1,-,1,3,2,-,1,-,-
S00099702,52,46,10,36,-,1,-,1,4,4,-,-,-,1
S00099703,52,50,9,41,-,1,-,1,1,1,-,-,-,-
S00099704,36,34,16,18,-,-,-,-,2,2,-,-,-,-
S00099705,38,35,19,16,-,1,1,-,1,-,-,1,-,1
S00099706,60,58,28,30,-,-,-,-,2,2,-,-,-,-
S00099707,29,27,10,17,-,-,-,-,2,1,-,1,-,-
S00099708,36,35,21,13,1,-,-,-,-,-,-,-,-,1
S00099709,74,60,51,9,-,-,-,-,13,13,-,-,-,1
S00099710,48,44,13,4,27,2,-,2,1,1,-,-,-,1
S00099711,36,35,22,13,-,-,-,-,1,1,-,-,-,-
S00099712,47,34,24,10,-,1,-,1,11,8,1,2,-,1
S00099713,39,27,19,8,-,1,1,-,11,10,-,1,-,-
S00099714,59,48,42,6,-,-,-,-,10,9,-,1,-,1
S00099715,36,16,9,7,-,2,1,1,17,16,-,1,-,1
S00099716,39,29,15,14,-,3,3,-,7,6,-,1,-,-
S00099717,39,34,22,12,-,-,-,-,4,4,-,-,-,1
S00099718,48,32,22,10,-,1,1,-,15,15,-,-,-,-
S00099719,41,33,14,19,-,-,-,-,6,6,-,-,-,2
S00099720,34,31,16,15,-,-,-,-,2,2,-,-,-,1
S00099721,53,15,12,3,-,35,2,33,3,2,-,1,-,-
S00099722,69,54,38,16,-,1,1,-,12,11,-,1,-,2
S00099723,29,28,19,9,-,1,-,1,-,-,-,-,-,-
S00099724,48,42,18,24,-,-,-,-,6,6,-,-,-,-
S00099725,37,35,16,18,1,1,1,-,-,-,-,-,-,1
S00099726,32,15,9,6,-,8,-,8,9,4,-,1,4,-
S00099727,61,37,27,10,-,10,10,-,13,11,-,2,-,1
S00099728,70,65,38,27,-,-,-,-,4,4,-,-,-,1
S00099729,35,30,18,12,-,-,-,-,4,4,-,-,-,1
S00099730,32,31,21,10,-,1,-,1,-,-,-,-,-,-
S00099731,48,46,25,21,-,1,1,-,1,1,-,-,-,-
S00099732,90,27,1,25,1,5,4,1,57,49,-,7,1,1
S00099733,40,27,11,16,-,1,1,-,11,11,-,-,-,1
S00099734,46,46,27,19,-,-,-,-,-,-,-,-,-,-
S00099735,36,34,13,21,-,-,-,-,1,-,-,1,-,1
S00099736,90,23,4,19,-,7,1,6,59,58,-,1,-,1
S00099737,71,17,5,12,-,16,-,16,38,38,-,-,-,-
S00099738,38,34,24,10,-,-,-,-,3,2,-,1,-,1
S00099739,57,55,28,27,-,-,-,-,2,2,-,-,-,-
S00099740,85,17,8,9,-,63,63,-,4,4,-,-,-,1
S00099741,46,42,15,27,-,-,-,-,4,4,-,-,-,-
S00099742,42,40,7,33,-,-,-,-,2,2,-,-,-,-
S00099743,61,57,16,41,-,-,-,-,4,4,-,-,-,-
S00099744,53,46,5,41,-,-,-,-,7,7,-,-,-,-
S00099745,50,49,5,44,-,-,-,-,1,1,-,-,-,-
S00099746,64,48,16,32,-,1,-,1,14,13,-,1,-,1
S00099747,28,25,8,17,-,1,-,1,1,1,-,-,-,1
S00099748,50,46,12,34,-,-,-,-,2,2,-,-,-,2
S00099749,54,48,14,34,-,-,-,-,5,5,-,-,-,1
S00099750,51,47,22,25,-,-,-,-,2,2,-,-,-,2
S00099751,67,51,24,27,-,-,-,-,15,13,-,2,-,1
S00099752,39,36,14,22,-,-,-,-,2,2,-,-,-,1
S00099753,57,9,4,5,-,10,3,7,38,38,-,-,-,-
S00099754,47,12,4,8,-,2,-,2,32,32,-,-,-,1
S00099755,114,12,2,10,-,38,1,37,63,60,-,-,3,1
S00099756,47,11,1,10,-,4,-,4,32,31,-,1,-,-
S00099757,73,13,3,10,-,21,10,11,39,37,-,2,-,-
S00099758,39,11,7,4,-,23,11,12,3,2,-,1,-,2
S00099759,93,34,17,17,-,47,43,4,12,12,-,-,-,-
S00099760,78,22,13,9,-,41,37,4,14,12,-,2,-,1
S00099761,38,4,2,2,-,34,33,1,-,-,-,-,-,-
S00099762,29,9,6,3,-,13,12,1,7,7,-,-,-,-
S00099763,62,29,9,20,-,10,5,5,23,21,1,1,-,-
S00099764,71,20,10,10,-,30,1,29,21,20,-,-,1,-
S00099765,78,16,8,8,-,40,5,35,22,18,-,4,-,-
S00099766,60,12,5,7,-,35,28,7,13,13,-,-,-,-
S00099767,52,21,5,15,1,1,-,1,30,29,-,1,-,-
S00099768,48,41,14,23,4,2,-,2,5,3,-,2,-,-
S00099769,61,48,6,21,21,7,6,1,6,6,-,-,-,-
S00099770,76,48,9,39,-,2,-,2,23,18,-,5,-,3
S00099771,70,14,6,8,-,51,50,1,5,2,1,1,1,-
S00099772,54,-,-,-,-,52,47,5,2,2,-,-,-,-
S00099773,64,2,1,-,1,58,1,57,4,4,-,-,-,-
S00099774,29,5,2,3,-,5,-,5,19,19,-,-,-,-
S00099775,56,22,5,12,5,4,1,3,29,29,-,-,-,1
S00099776,44,11,3,8,-,2,1,1,31,29,-,1,1,-
S00099777,52,18,4,6,8,34,-,34,-,-,-,-,-,-
S00099778,91,15,6,9,-,32,7,25,44,42,-,2,-,-
S00099779,73,70,4,66,-,-,-,-,3,2,-,1,-,-
S00099780,37,14,5,9,-,19,19,-,4,4,-,-,-,-
S00099781,73,69,9,60,-,1,1,-,3,3,-,-,-,-
S00099782,62,2,1,-,1,31,1,30,29,25,-,2,2,-
S00099783,31,26,13,13,-,1,1,-,3,2,-,1,-,1
S00099784,24,12,8,4,-,1,-,1,9,9,-,-,-,2
S00099785,60,38,20,18,-,2,2,-,17,16,1,-,-,3
S00099786,61,50,29,21,-,1,1,-,10,10,-,-,-,-
S00099787,57,35,17,18,-,13,13,-,6,4,-,2,-,3
S00099788,58,47,22,25,-,3,3,-,6,5,-,-,1,2
S00099789,49,43,22,21,-,3,1,2,3,3,-,-,-,-
S00099790,76,70,28,42,-,2,-,2,2,1,1,-,-,2
S00099791,36,35,7,28,-,1,1,-,-,-,-,-,-,-
S00099792,33,29,9,20,-,1,1,-,3,2,-,1,-,-
S00099793,33,26,10,16,-,3,2,1,2,2,-,-,-,2
S00099794,51,5,1,4,-,43,37,6,2,2,-,-,-,1
S00099795,41,8,5,3,-,31,31,-,2,2,-,-,-,-
S00099796,57,15,9,6,-,40,39,1,2,2,-,-,-,-
S00099797,32,26,11,15,-,1,1,-,5,5,-,-,-,-
S00099798,33,18,9,9,-,3,2,1,7,7,-,-,-,5
S00099799,74,64,35,29,-,-,-,-,10,6,2,2,-,-
S00099800,51,38,19,18,1,5,4,1,7,7,-,-,-,1
S00099801,59,49,26,23,-,-,-,-,8,7,-,1,-,2
S00099802,51,47,29,18,-,-,-,-,2,1,-,1,-,2
S00099803,77,72,14,58,-,4,4,-,1,-,-,1,-,-
S00099804,67,56,32,24,-,3,2,1,7,6,1,-,-,1
S00099805,44,35,5,30,-,-,-,-,9,8,-,1,-,-
S00099806,59,39,20,19,-,2,2,-,14,12,2,-,-,4
S00099807,33,30,15,15,-,-,-,-,2,2,-,-,-,1
S00099808,25,19,11,8,-,-,-,-,5,5,-,-,-,1
S00099809,48,36,16,20,-,3,2,1,5,4,1,-,-,4
S00099810,35,29,14,15,-,1,1,-,3,3,-,-,-,2
S00099811,49,45,20,25,-,1,-,1,3,2,-,1,-,-
S00099812,25,24,4,20,-,1,1,-,-,-,-,-,-,-
S00099813,59,31,17,14,-,24,3,21,4,3,-,1,-,-
S00099814,35,34,22,12,-,-,-,-,-,-,-,-,-,1
S00099815,60,53,19,33,1,1,1,-,6,6,-,-,-,-
S00099816,34,24,15,9,-,-,-,-,7,7,-,-,-,3
S00099817,44,22,4,18,-,17,17,-,3,1,-,1,1,2
S00099818,48,29,13,16,-,16,16,-,3,3,-,-,-,-
S00099819,35,34,7,27,-,-,-,-,1,1,-,-,-,-
S00099820,45,34,17,17,-,9,9,-,2,1,-,1,-,-
S00099821,67,61,8,52,1,-,-,-,6,6,-,-,-,-
S00099822,33,15,7,8,-,6,6,-,12,12,-,-,-,-
S00099823,71,35,13,22,-,31,30,1,4,2,-,1,1,1
S00099824,45,40,19,21,-,-,-,-,1,-,-,1,-,4
S00099825,25,22,14,8,-,1,1,-,2,2,-,-,-,-
S00099826,60,51,4,47,-,1,1,-,6,4,1,1,-,2
S00099827,66,50,8,42,-,2,2,-,14,13,-,1,-,-
S00099828,50,46,17,29,-,2,2,-,2,1,-,1,-,-
S00099829,34,33,4,29,-,-,-,-,1,1,-,-,-,-
S00099830,68,51,3,48,-,1,-,1,16,16,-,-,-,-
S00099831,50,39,6,33,-,4,4,-,5,4,-,1,-,2
S00099832,64,59,3,56,-,1,1,-,4,4,-,-,-,-
S00099833,34,29,2,27,-,1,1,-,4,4,-,-,-,-
S00099834,38,30,18,12,-,-,-,-,8,7,1,-,-,-
S00099835,49,41,3,38,-,1,1,-,7,7,-,-,-,-
S00099836,44,33,19,14,-,1,1,-,9,7,1,1,-,1
S00099837,68,65,10,55,-,2,1,1,1,1,-,-,-,-
S00099838,50,47,8,39,-,1,1,-,2,2,-,-,-,-
S00099839,46,41,9,32,-,1,1,-,4,4,-,-,-,-
S00099840,36,30,14,16,-,-,-,-,6,4,-,2,-,-
S00099841,74,70,11,59,-,1,1,-,3,3,-,-,-,-
S00099842,41,33,20,13,-,4,4,-,4,4,-,-,-,-
S00099843,48,40,6,33,1,-,-,-,8,7,-,1,-,-
S00099844,53,52,34,18,-,-,-,-,-,-,-,-,-,1
S00099845,73,60,27,33,-,7,5,2,5,5,-,-,-,1
S00099846,28,26,17,9,-,-,-,-,2,2,-,-,-,-
S00099847,50,46,21,25,-,-,-,-,2,2,-,-,-,2
S00099848,41,39,12,27,-,1,1,-,1,1,-,-,-,-
S00099849,29,28,8,20,-,-,-,-,1,1,-,-,-,-
S00099850,38,32,13,19,-,1,1,-,5,3,-,2,-,-
S00099851,28,24,2,22,-,2,2,-,2,2,-,-,-,-
S00099852,40,29,20,9,-,3,2,1,8,8,-,-,-,-
S00099853,67,61,29,32,-,1,1,-,5,5,-,-,-,-
S00099854,30,21,14,7,-,2,1,1,5,5,-,-,-,2
S00099855,42,37,18,19,-,1,1,-,4,3,1,-,-,-
S00099856,22,17,10,7,-,-,-,-,5,5,-,-,-,-
S00099857,30,18,5,13,-,8,2,6,3,3,-,-,-,1
S00099858,42,42,22,20,-,-,-,-,-,-,-,-,-,-
S00099859,48,40,20,20,-,-,-,-,6,5,1,-,-,2
S00099860,57,52,19,33,-,1,-,1,2,2,-,-,-,2
S00099861,53,45,28,17,-,2,1,1,5,3,-,1,1,1
S00099862,35,28,13,15,-,1,1,-,6,6,-,-,-,-
S00099863,47,38,18,19,1,1,1,-,6,5,-,1,-,2
S00099864,24,6,2,4,-,18,18,-,-,-,-,-,-,-
S00099865,70,10,4,6,-,59,57,2,1,1,-,-,-,-
S00099866,62,12,7,5,-,48,11,37,2,-,-,1,1,-
S00099867,28,4,1,3,-,24,3,21,-,-,-,-,-,-
S00099868,63,20,9,11,-,42,40,2,1,1,-,-,-,-
S00099869,36,8,4,4,-,28,27,1,-,-,-,-,-,-
S00099870,45,17,8,9,-,26,26,-,2,2,-,-,-,-
S00099871,57,17,11,6,-,40,39,1,-,-,-,-,-,-
S00099872,40,8,6,2,-,31,31,-,1,1,-,-,-,-
S00099873,41,7,2,5,-,32,32,-,2,1,-,1,-,-
S00099874,68,29,18,11,-,30,29,1,7,6,-,1,-,2
S00099875,74,58,26,32,-,5,3,2,11,9,-,1,1,-
S00099876,57,42,19,22,1,13,12,1,1,1,-,-,-,1
S00099877,62,37,12,25,-,21,21,-,4,3,-,1,-,-
S00099878,60,31,19,12,-,18,17,1,9,9,-,-,-,2
S00099879,69,29,15,14,-,37,36,1,3,1,-,2,-,-
S00099880,65,29,13,16,-,32,32,-,3,1,-,1,1,1
S00099881,57,16,7,9,-,39,39,-,2,-,-,1,1,-
S00099882,54,44,18,26,-,3,2,1,6,5,-,1,-,1
S00099883,56,23,8,15,-,30,12,18,2,1,-,-,1,1
S00099884,67,32,14,18,-,31,24,7,4,4,-,-,-,-
S00099885,41,19,9,10,-,22,21,1,-,-,-,-,-,-
S00099886,40,17,5,12,-,23,7,16,-,-,-,-,-,-
S00099887,62,31,13,18,-,29,22,7,2,2,-,-,-,-
S00099888,53,32,22,10,-,19,19,-,1,1,-,-,-,1
S00099889,40,30,16,14,-,9,4,5,1,1,-,-,-,-
S00099890,58,29,10,19,-,29,27,2,-,-,-,-,-,-
S00099891,63,27,12,15,-,34,32,2,2,2,-,-,-,-
S00099892,47,30,14,16,-,12,11,1,2,2,-,-,-,3
S00099893,37,9,3,6,-,24,12,12,4,4,-,-,-,-
S00099894,42,29,19,10,-,10,9,1,3,3,-,-,-,-
S00099895,33,14,6,8,-,19,19,-,-,-,-,-,-,-
S00099896,46,41,23,18,-,4,3,1,-,-,-,-,-,1
S00099897,47,26,18,8,-,17,2,15,4,4,-,-,-,-
S00099898,50,30,20,10,-,19,7,12,1,1,-,-,-,-
S00099899,31,18,8,10,-,10,2,8,3,3,-,-,-,-
S00099900,45,17,8,9,-,25,25,-,2,2,-,-,-,1
S00099901,53,21,6,15,-,31,11,20,1,1,-,-,-,-
S00099902,47,17,3,14,-,29,28,1,1,1,-,-,-,-
S00099903,38,16,4,12,-,21,21,-,1,1,-,-,-,-
S00099904,31,8,3,5,-,21,21,-,2,2,-,-,-,-
S00099905,42,8,3,5,-,32,32,-,2,2,-,-,-,-
S00099906,39,11,6,5,-,28,6,22,-,-,-,-,-,-
S00099907,52,28,14,14,-,22,12,10,2,2,-,-,-,-
S00099908,45,7,4,3,-,35,33,2,3,3,-,-,-,-
S00099909,26,16,5,11,-,10,5,5,-,-,-,-,-,-
S00099910,49,19,8,11,-,29,27,2,-,-,-,-,-,1
S00099911,42,16,6,10,-,22,21,1,4,4,-,-,-,-
S00099912,50,29,13,16,-,18,18,-,2,2,-,-,-,1
S00099913,46,24,17,7,-,21,21,-,-,-,-,-,-,1
S00099914,50,37,18,19,-,7,6,1,6,6,-,-,-,-
S00099915,58,41,19,21,1,5,4,1,11,10,-,1,-,1
S00099916,55,36,23,13,-,19,19,-,-,-,-,-,-,-
S00099917,54,33,26,7,-,21,20,1,-,-,-,-,-,-
S00099918,54,41,26,15,-,7,6,1,6,6,-,-,-,-
S00099919,41,26,10,16,-,15,15,-,-,-,-,-,-,-
S00099920,43,28,7,21,-,10,2,8,5,3,1,1,-,-
S00099921,44,33,14,19,-,9,6,3,2,2,-,-,-,-
S00099922,48,33,14,19,-,13,13,-,2,2,-,-,-,-
S00099923,66,48,28,20,-,17,17,-,-,-,-,-,-,1
S00099924,41,22,8,14,-,18,17,1,1,1,-,-,-,-
S00099925,77,71,13,58,-,3,2,1,3,3,-,-,-,-
S00099926,51,28,10,18,-,20,20,-,3,3,-,-,-,-
S00099927,62,19,9,10,-,37,37,-,3,3,-,-,-,3
S00099928,43,39,23,16,-,-,-,-,3,3,-,-,-,1
S00099929,69,42,15,27,-,24,24,-,3,2,-,1,-,-
S00099930,77,70,12,58,-,-,-,-,7,6,-,1,-,-
S00099931,46,21,8,13,-,22,22,-,3,3,-,-,-,-
S00099932,62,35,15,19,1,25,23,2,2,2,-,-,-,-
S00099933,43,23,13,10,-,20,20,-,-,-,-,-,-,-
S00099934,83,46,25,21,-,32,32,-,4,3,-,1,-,1
S00099935,75,51,21,30,-,23,22,1,1,1,-,-,-,-
S00099936,50,16,7,9,-,32,32,-,1,1,-,-,-,1
S00099937,35,16,9,7,-,15,15,-,4,4,-,-,-,-
S00099938,49,21,8,13,-,27,25,2,1,1,-,-,-,-
S00099939,47,26,11,15,-,19,18,1,2,1,-,1,-,-
S00099940,54,20,14,6,-,32,1,31,2,2,-,-,-,-
S00099941,63,24,10,14,-,36,4,32,3,2,-,-,1,-
S00099942,47,24,10,14,-,22,2,20,1,1,-,-,-,-
S00099943,48,23,7,16,-,22,2,20,3,3,-,-,-,-
S00099944,52,22,6,16,-,27,1,26,2,2,-,-,-,1
S00099945,42,10,2,8,-,30,1,29,2,1,-,1,-,-
S00099946,59,29,9,20,-,28,21,7,2,2,-,-,-,-
S00099947,42,22,8,14,-,17,17,-,3,3,-,-,-,-
S00099948,44,26,15,11,-,16,16,-,2,2,-,-,-,-
S00099949,42,27,14,11,2,12,12,-,3,3,-,-,-,-
S00099950,61,42,16,26,-,11,11,-,8,8,-,-,-,-
S00099951,43,31,11,20,-,10,10,-,2,1,-,1,-,-
S00099952,64,36,16,20,-,21,21,-,6,6,-,-,-,1
S00099953,66,48,25,23,-,15,15,-,2,1,-,1,-,1
S00099954,62,14,7,7,-,43,42,1,5,5,-,-,-,-
S00099955,33,25,8,17,-,2,2,-,4,4,-,-,-,2
